Id,Date,Activity_Hour,Calories,Total_Intensity,Average_Intensity,Total_Steps
2320127002,07/05/2016,7:00:00 AM,82,14,0.233333007,277
2320127002,07/05/2016,8:00:00 AM,105,18,0.300000012,708
2320127002,07/05/2016,9:00:00 AM,126,33,0.550000012,954
2320127002,07/05/2016,10:00:00 AM,89,16,0.266667008,388
2320127002,07/05/2016,11:00:00 AM,87,15,0.25,322
2320127002,07/05/2016,12:00:00 PM,100,25,0.416667014,460
2320127002,07/05/2016,1:00:00 PM,87,12,0.200000003,464
2320127002,07/05/2016,2:00:00 PM,108,25,0.416667014,688
2320127002,07/05/2016,3:00:00 PM,120,32,0.533333004,753
2320127002,07/05/2016,4:00:00 PM,104,26,0.433333009,488
2320127002,07/05/2016,5:00:00 PM,84,16,0.266667008,303
2320127002,07/05/2016,6:00:00 PM,55,0,0,0
2320127002,07/05/2016,7:00:00 PM,55,0,0,0
2320127002,07/05/2016,8:00:00 PM,66,6,0.100000001,86
2320127002,07/05/2016,9:00:00 PM,86,16,0.266667008,245
2320127002,07/05/2016,10:00:00 PM,102,27,0.449999988,410
2320127002,07/05/2016,11:00:00 PM,83,15,0.25,234
2320127002,08/05/2016,12:00:00 AM,55,0,0,0
2320127002,08/05/2016,1:00:00 AM,55,0,0,0
2320127002,08/05/2016,2:00:00 AM,55,0,0,0
2320127002,08/05/2016,3:00:00 AM,55,0,0,0
2320127002,08/05/2016,4:00:00 AM,55,0,0,0
2320127002,08/05/2016,5:00:00 AM,55,0,0,0
2320127002,08/05/2016,6:00:00 AM,55,0,0,0
2320127002,08/05/2016,7:00:00 AM,55,0,0,0
2320127002,08/05/2016,8:00:00 AM,74,9,0.150000006,156
2320127002,08/05/2016,9:00:00 AM,82,14,0.233333007,248
2320127002,08/05/2016,10:00:00 AM,97,22,0.366667002,444
2320127002,08/05/2016,11:00:00 AM,102,24,0.400000006,520
2320127002,08/05/2016,12:00:00 PM,105,22,0.366667002,633
2320127002,08/05/2016,1:00:00 PM,109,27,0.449999988,621
2320127002,08/05/2016,2:00:00 PM,59,2,0.033333,36
2320127002,08/05/2016,3:00:00 PM,55,0,0,0
2320127002,08/05/2016,4:00:00 PM,72,9,0.150000006,148
2320127002,08/05/2016,5:00:00 PM,100,24,0.400000006,475
2320127002,08/05/2016,6:00:00 PM,93,19,0.316666991,376
2320127002,08/05/2016,7:00:00 PM,96,23,0.383332998,381
2320127002,08/05/2016,8:00:00 PM,79,11,0.183332995,164
2320127002,08/05/2016,9:00:00 PM,90,18,0.300000012,327
2320127002,08/05/2016,10:00:00 PM,82,12,0.200000003,231
2320127002,08/05/2016,11:00:00 PM,85,11,0.183332995,393
2320127002,09/05/2016,12:00:00 AM,87,16,0.266667008,317
2320127002,09/05/2016,1:00:00 AM,91,18,0.300000012,390
2320127002,09/05/2016,2:00:00 AM,55,0,0,0
2320127002,09/05/2016,3:00:00 AM,55,0,0,0
2320127002,09/05/2016,4:00:00 AM,55,0,0,0
2320127002,09/05/2016,5:00:00 AM,65,4,0.066666998,95
2320127002,09/05/2016,6:00:00 AM,80,12,0.200000003,224
2320127002,09/05/2016,7:00:00 AM,105,22,0.366667002,713
2320127002,09/05/2016,8:00:00 AM,78,11,0.183332995,162
2320127002,09/05/2016,9:00:00 AM,76,10,0.166666999,184
2320127002,09/05/2016,10:00:00 AM,75,11,0.183332995,165
2320127002,09/05/2016,11:00:00 AM,55,0,0,0
2320127002,09/05/2016,12:00:00 PM,55,0,0,0
2320127002,09/05/2016,1:00:00 PM,55,0,0,0
2320127002,09/05/2016,2:00:00 PM,58,0,0,0
2320127002,09/05/2016,3:00:00 PM,98,19,0.316666991,524
2320127002,09/05/2016,4:00:00 PM,81,12,0.200000003,177
2320127002,09/05/2016,5:00:00 PM,73,10,0.166666999,139
2320127002,09/05/2016,6:00:00 PM,55,0,0,0
2320127002,09/05/2016,7:00:00 PM,55,0,0,0
2320127002,09/05/2016,8:00:00 PM,55,0,0,0
2320127002,09/05/2016,9:00:00 PM,55,0,0,0
2320127002,09/05/2016,10:00:00 PM,55,0,0,0
2320127002,09/05/2016,11:00:00 PM,55,0,0,0
2320127002,10/05/2016,12:00:00 AM,55,0,0,0
2320127002,10/05/2016,1:00:00 AM,55,0,0,0
2320127002,10/05/2016,2:00:00 AM,55,0,0,0
2320127002,10/05/2016,3:00:00 AM,55,0,0,0
2320127002,10/05/2016,4:00:00 AM,55,0,0,0
2320127002,10/05/2016,5:00:00 AM,55,0,0,0
2320127002,10/05/2016,6:00:00 AM,67,6,0.100000001,71
2320127002,10/05/2016,7:00:00 AM,94,21,0.349999994,364
2320127002,10/05/2016,8:00:00 AM,78,11,0.183332995,182
2320127002,10/05/2016,9:00:00 AM,92,20,0.333332986,362
2320127002,10/05/2016,10:00:00 AM,93,18,0.300000012,493
2320127002,10/05/2016,11:00:00 AM,137,38,0.633333027,1122
2320127002,10/05/2016,12:00:00 PM,125,32,0.533333004,947
2320127002,10/05/2016,1:00:00 PM,88,17,0.283333004,327
2320127002,10/05/2016,2:00:00 PM,87,17,0.283333004,283
2320127002,10/05/2016,3:00:00 PM,94,19,0.316666991,485
2320127002,10/05/2016,4:00:00 PM,103,25,0.416667014,483
2320127002,10/05/2016,5:00:00 PM,80,13,0.216666996,172
2320127002,10/05/2016,6:00:00 PM,94,20,0.333332986,427
2320127002,10/05/2016,7:00:00 PM,80,13,0.216666996,194
2320127002,10/05/2016,8:00:00 PM,89,18,0.300000012,300
2320127002,10/05/2016,9:00:00 PM,58,2,0.033333,15
2320127002,10/05/2016,10:00:00 PM,55,0,0,0
2320127002,10/05/2016,11:00:00 PM,55,0,0,0
2320127002,11/05/2016,12:00:00 AM,55,0,0,0
2320127002,11/05/2016,1:00:00 AM,55,0,0,0
2320127002,11/05/2016,2:00:00 AM,55,0,0,0
2320127002,11/05/2016,3:00:00 AM,55,0,0,0
2320127002,11/05/2016,4:00:00 AM,55,0,0,0
2320127002,11/05/2016,5:00:00 AM,55,0,0,0
2320127002,11/05/2016,6:00:00 AM,55,0,0,0
2320127002,11/05/2016,7:00:00 AM,55,0,0,0
2320127002,11/05/2016,8:00:00 AM,55,0,0,0
2320127002,11/05/2016,9:00:00 AM,57,1,0.016666999,4
2320127002,11/05/2016,10:00:00 AM,102,25,0.416667014,472
2320127002,11/05/2016,11:00:00 AM,89,17,0.283333004,348
2320127002,11/05/2016,12:00:00 PM,100,24,0.400000006,446
2320127002,11/05/2016,1:00:00 PM,81,14,0.233333007,283
2320127002,11/05/2016,2:00:00 PM,78,11,0.183332995,241
2320127002,11/05/2016,3:00:00 PM,92,20,0.333332986,364
2320127002,11/05/2016,4:00:00 PM,97,20,0.333332986,493
2320127002,11/05/2016,5:00:00 PM,127,34,0.56666702,999
2320127002,11/05/2016,6:00:00 PM,74,9,0.150000006,172
2320127002,11/05/2016,7:00:00 PM,87,17,0.283333004,324
2320127002,11/05/2016,8:00:00 PM,115,30,0.5,723
2320127002,11/05/2016,9:00:00 PM,102,25,0.416667014,522
2320127002,11/05/2016,10:00:00 PM,113,32,0.533333004,605
2320127002,11/05/2016,11:00:00 PM,95,21,0.349999994,428
2320127002,12/05/2016,12:00:00 AM,55,0,0,0
2320127002,12/05/2016,1:00:00 AM,55,0,0,0
2320127002,12/05/2016,2:00:00 AM,56,0,0,0
2320127002,12/05/2016,3:00:00 AM,55,0,0,0
2320127002,12/05/2016,4:00:00 AM,55,0,0,0
2320127002,12/05/2016,5:00:00 AM,55,0,0,0
2320127002,12/05/2016,6:00:00 AM,55,0,0,0
2320127002,12/05/2016,7:00:00 AM,55,0,0,0
2320127002,12/05/2016,8:00:00 AM,55,0,0,0
2320127002,12/05/2016,9:00:00 AM,70,8,0.133332998,119
2320127002,12/05/2016,10:00:00 AM,118,30,0.5,817
2320127002,12/05/2016,11:00:00 AM,100,26,0.433333009,426
2320127002,12/05/2016,12:00:00 PM,107,28,0.466666996,535
2320127002,12/05/2016,1:00:00 PM,89,16,0.266667008,402
2320127002,12/05/2016,2:00:00 PM,83,16,0.266667008,265
2347167796,12/04/2016,12:00:00 AM,56,0,0,0
2347167796,12/04/2016,1:00:00 AM,56,0,0,0
2347167796,12/04/2016,2:00:00 AM,56,0,0,0
2347167796,12/04/2016,3:00:00 AM,56,0,0,0
2347167796,12/04/2016,4:00:00 AM,56,0,0,0
2347167796,12/04/2016,5:00:00 AM,56,0,0,0
2347167796,12/04/2016,6:00:00 AM,56,0,0,0
2347167796,12/04/2016,7:00:00 AM,101,22,0.366667002,397
2347167796,12/04/2016,8:00:00 AM,167,48,0.800000012,1195
2347167796,12/04/2016,9:00:00 AM,85,13,0.216666996,193
2347167796,12/04/2016,10:00:00 AM,74,7,0.116667002,111
2347167796,12/04/2016,11:00:00 AM,122,29,0.483332992,169
2347167796,12/04/2016,12:00:00 PM,83,11,0.183332995,179
2347167796,12/04/2016,1:00:00 PM,105,22,0.366667002,371
2347167796,12/04/2016,2:00:00 PM,134,32,0.533333004,47
2347167796,12/04/2016,3:00:00 PM,163,41,0.68333298,337
2347167796,12/04/2016,4:00:00 PM,84,13,0.216666996,135
2347167796,12/04/2016,5:00:00 PM,94,17,0.283333004,433
2347167796,12/04/2016,6:00:00 PM,154,36,0.600000024,1546
2347167796,12/04/2016,7:00:00 PM,93,19,0.316666991,355
2347167796,12/04/2016,8:00:00 PM,151,46,0.766667008,1391
2347167796,12/04/2016,9:00:00 PM,224,73,1.216667056,3229
2347167796,12/04/2016,10:00:00 PM,59,1,0.016666999,25
2347167796,12/04/2016,11:00:00 PM,57,0,0,0
2347167796,13/04/2016,12:00:00 AM,58,0,0,0
2347167796,13/04/2016,1:00:00 AM,58,0,0,0
2347167796,13/04/2016,2:00:00 AM,57,0,0,0
2347167796,13/04/2016,3:00:00 AM,56,0,0,0
2347167796,13/04/2016,4:00:00 AM,57,0,0,0
2347167796,13/04/2016,5:00:00 AM,57,0,0,0
2347167796,13/04/2016,6:00:00 AM,59,1,0.016666999,6
2347167796,13/04/2016,7:00:00 AM,185,62,1.033332944,2581
2347167796,13/04/2016,8:00:00 AM,125,25,0.416667014,1175
2347167796,13/04/2016,9:00:00 AM,64,2,0.033333,12
2347167796,13/04/2016,10:00:00 AM,76,11,0.183332995,158
2347167796,13/04/2016,11:00:00 AM,67,5,0.083333001,59
2347167796,13/04/2016,12:00:00 PM,97,17,0.283333004,366
2347167796,13/04/2016,1:00:00 PM,121,34,0.56666702,1200
2347167796,13/04/2016,2:00:00 PM,77,11,0.183332995,112
2347167796,13/04/2016,3:00:00 PM,75,9,0.150000006,154
2347167796,13/04/2016,4:00:00 PM,91,16,0.266667008,311
2347167796,13/04/2016,5:00:00 PM,73,8,0.133332998,122
2347167796,13/04/2016,6:00:00 PM,140,35,0.583333015,1280
2347167796,13/04/2016,7:00:00 PM,63,2,0.033333,14
2347167796,13/04/2016,8:00:00 PM,86,15,0.25,489
2347167796,13/04/2016,9:00:00 PM,174,59,0.983332992,2197
2347167796,13/04/2016,10:00:00 PM,65,4,0.066666998,116
2347167796,13/04/2016,11:00:00 PM,58,0,0,0
2347167796,14/04/2016,12:00:00 AM,59,1,0.016666999,8
2347167796,14/04/2016,1:00:00 AM,58,0,0,0
2347167796,14/04/2016,2:00:00 AM,57,0,0,0
2347167796,14/04/2016,3:00:00 AM,57,0,0,0
2347167796,14/04/2016,4:00:00 AM,57,0,0,0
2347167796,14/04/2016,5:00:00 AM,57,0,0,0
2347167796,14/04/2016,6:00:00 AM,60,2,0.033333,12
2347167796,14/04/2016,7:00:00 AM,197,72,1.200000048,2706
2347167796,14/04/2016,8:00:00 AM,119,24,0.400000006,1041
2347167796,14/04/2016,9:00:00 AM,80,10,0.166666999,264
2347167796,14/04/2016,10:00:00 AM,84,12,0.200000003,370
2347167796,14/04/2016,11:00:00 AM,82,12,0.200000003,283
2347167796,14/04/2016,12:00:00 PM,82,10,0.166666999,382
2347167796,14/04/2016,1:00:00 PM,173,56,0.93333298,2423
2347167796,14/04/2016,2:00:00 PM,86,16,0.266667008,275
2347167796,14/04/2016,3:00:00 PM,77,9,0.150000006,170
2347167796,14/04/2016,4:00:00 PM,77,12,0.200000003,117
2347167796,14/04/2016,5:00:00 PM,70,8,0.133332998,99
2347167796,14/04/2016,6:00:00 PM,144,39,0.649999976,1364
2347167796,14/04/2016,7:00:00 PM,72,8,0.133332998,137
2347167796,14/04/2016,8:00:00 PM,64,2,0.033333,53
2347167796,14/04/2016,9:00:00 PM,77,7,0.116667002,305
2347167796,14/04/2016,10:00:00 PM,66,5,0.083333001,120
2347167796,14/04/2016,11:00:00 PM,57,0,0,0
2347167796,15/04/2016,12:00:00 AM,57,0,0,0
2347167796,15/04/2016,1:00:00 AM,57,0,0,0
2347167796,15/04/2016,2:00:00 AM,60,2,0.033333,12
2347167796,15/04/2016,3:00:00 AM,57,0,0,0
2347167796,15/04/2016,4:00:00 AM,57,0,0,0
2347167796,15/04/2016,5:00:00 AM,57,0,0,0
2347167796,15/04/2016,6:00:00 AM,59,1,0.016666999,9
2347167796,15/04/2016,7:00:00 AM,194,69,1.149999976,2813
2347167796,15/04/2016,8:00:00 AM,121,25,0.416667014,1077
2347167796,15/04/2016,9:00:00 AM,86,16,0.266667008,291
2347167796,15/04/2016,10:00:00 AM,67,4,0.066666998,51
2347167796,15/04/2016,11:00:00 AM,76,10,0.166666999,146
2347167796,15/04/2016,12:00:00 PM,85,14,0.233333007,259
2347167796,15/04/2016,1:00:00 PM,93,15,0.25,359
2347167796,15/04/2016,2:00:00 PM,74,8,0.133332998,131
2347167796,15/04/2016,3:00:00 PM,63,2,0.033333,15
2347167796,15/04/2016,4:00:00 PM,87,16,0.266667008,323
2347167796,15/04/2016,5:00:00 PM,63,2,0.033333,73
2347167796,15/04/2016,6:00:00 PM,198,51,0.850000024,2499
2347167796,15/04/2016,7:00:00 PM,174,39,0.649999976,1137
2347167796,15/04/2016,8:00:00 PM,118,28,0.466666996,732
2347167796,15/04/2016,9:00:00 PM,91,16,0.266667008,294
2347167796,15/04/2016,10:00:00 PM,86,17,0.283333004,244
2347167796,15/04/2016,11:00:00 PM,56,0,0,0
2347167796,16/04/2016,12:00:00 AM,56,0,0,0
2347167796,16/04/2016,1:00:00 AM,56,0,0,0
2347167796,16/04/2016,2:00:00 AM,56,0,0,0
2347167796,16/04/2016,3:00:00 AM,56,0,0,0
2347167796,16/04/2016,4:00:00 AM,56,0,0,0
2347167796,16/04/2016,5:00:00 AM,56,0,0,0
2347167796,16/04/2016,6:00:00 AM,56,0,0,0
2347167796,16/04/2016,7:00:00 AM,124,34,0.56666702,1446
2347167796,16/04/2016,8:00:00 AM,334,130,2.166666985,5291
2347167796,16/04/2016,9:00:00 AM,329,132,2.200000048,5249
2347167796,16/04/2016,10:00:00 AM,106,24,0.400000006,468
2347167796,16/04/2016,11:00:00 AM,122,31,0.516667008,869
2347167796,16/04/2016,12:00:00 PM,100,23,0.383332998,529
2347167796,16/04/2016,1:00:00 PM,84,13,0.216666996,352
2347167796,16/04/2016,2:00:00 PM,56,0,0,0
2347167796,16/04/2016,3:00:00 PM,56,0,0,0
2347167796,16/04/2016,4:00:00 PM,57,0,0,0
2347167796,16/04/2016,5:00:00 PM,160,36,0.600000024,1344
2347167796,16/04/2016,6:00:00 PM,180,40,0.666666985,2139
2347167796,16/04/2016,7:00:00 PM,127,35,0.583333015,943
2347167796,16/04/2016,8:00:00 PM,150,48,0.800000012,1496
2347167796,16/04/2016,9:00:00 PM,138,47,0.783333004,1571
2347167796,16/04/2016,10:00:00 PM,95,17,0.283333004,547
2347167796,16/04/2016,11:00:00 PM,57,0,0,0
2347167796,17/04/2016,12:00:00 AM,57,0,0,0
2347167796,17/04/2016,1:00:00 AM,57,0,0,0
2347167796,17/04/2016,2:00:00 AM,57,0,0,0
2347167796,17/04/2016,3:00:00 AM,57,0,0,0
2347167796,17/04/2016,4:00:00 AM,58,1,0.016666999,8
2347167796,17/04/2016,5:00:00 AM,57,0,0,0
2347167796,17/04/2016,6:00:00 AM,56,0,0,0
2347167796,17/04/2016,7:00:00 AM,61,3,0.050000001,20
2347167796,17/04/2016,8:00:00 AM,61,3,0.050000001,22
2347167796,17/04/2016,9:00:00 AM,73,8,0.133332998,161
2347167796,17/04/2016,10:00:00 AM,111,31,0.516667008,541
2347167796,17/04/2016,11:00:00 AM,160,48,0.800000012,1489
2347167796,17/04/2016,12:00:00 PM,62,2,0.033333,21
2347167796,17/04/2016,1:00:00 PM,124,35,0.583333015,872
2347167796,17/04/2016,2:00:00 PM,113,32,0.533333004,578
2347167796,17/04/2016,3:00:00 PM,89,11,0.183332995,219
2347167796,17/04/2016,4:00:00 PM,74,8,0.133332998,57
2347167796,17/04/2016,5:00:00 PM,87,17,0.283333004,256
2347167796,17/04/2016,6:00:00 PM,98,19,0.316666991,495
2347167796,17/04/2016,7:00:00 PM,93,17,0.283333004,334
2347167796,17/04/2016,8:00:00 PM,84,16,0.266667008,217
2347167796,17/04/2016,9:00:00 PM,81,15,0.25,182
2347167796,17/04/2016,10:00:00 PM,57,0,0,0
2347167796,17/04/2016,11:00:00 PM,57,0,0,0
2347167796,18/04/2016,12:00:00 AM,59,1,0.016666999,6
2347167796,18/04/2016,1:00:00 AM,57,0,0,0
2347167796,18/04/2016,2:00:00 AM,57,0,0,0
2347167796,18/04/2016,3:00:00 AM,57,0,0,0
2347167796,18/04/2016,4:00:00 AM,57,0,0,0
2347167796,18/04/2016,5:00:00 AM,57,0,0,0
2347167796,18/04/2016,6:00:00 AM,60,2,0.033333,15
2347167796,18/04/2016,7:00:00 AM,95,20,0.333332986,418
2347167796,18/04/2016,8:00:00 AM,122,23,0.383332998,1158
2347167796,18/04/2016,9:00:00 AM,65,4,0.066666998,23
2347167796,18/04/2016,10:00:00 AM,76,10,0.166666999,178
2347167796,18/04/2016,11:00:00 AM,72,8,0.133332998,120
2347167796,18/04/2016,12:00:00 PM,70,7,0.116667002,83
2347167796,18/04/2016,1:00:00 PM,133,38,0.633333027,1439
2347167796,18/04/2016,2:00:00 PM,99,21,0.349999994,606
2347167796,18/04/2016,3:00:00 PM,71,6,0.100000001,147
2347167796,18/04/2016,4:00:00 PM,79,12,0.200000003,175
2347167796,18/04/2016,5:00:00 PM,67,5,0.083333001,92
2347167796,18/04/2016,6:00:00 PM,127,31,0.516667008,1070
2347167796,18/04/2016,7:00:00 PM,76,11,0.183332995,101
2347167796,18/04/2016,8:00:00 PM,207,64,1.066666961,2497
2347167796,18/04/2016,9:00:00 PM,67,6,0.100000001,104
2347167796,18/04/2016,10:00:00 PM,60,2,0.033333,15
2347167796,18/04/2016,11:00:00 PM,57,0,0,0
2347167796,19/04/2016,12:00:00 AM,57,0,0,0
2347167796,19/04/2016,1:00:00 AM,57,0,0,0
2347167796,19/04/2016,2:00:00 AM,57,0,0,0
2347167796,19/04/2016,3:00:00 AM,56,0,0,0
2347167796,19/04/2016,4:00:00 AM,57,0,0,0
2347167796,19/04/2016,5:00:00 AM,59,1,0.016666999,20
2347167796,19/04/2016,6:00:00 AM,66,4,0.066666998,148
2347167796,19/04/2016,7:00:00 AM,85,13,0.216666996,291
2347167796,19/04/2016,8:00:00 AM,144,28,0.466666996,1033
2347167796,19/04/2016,9:00:00 AM,101,17,0.283333004,72
2347167796,19/04/2016,10:00:00 AM,126,30,0.5,235
2347167796,19/04/2016,11:00:00 AM,200,57,0.949999988,253
2347167796,19/04/2016,12:00:00 PM,162,44,0.733332992,228
2347167796,19/04/2016,1:00:00 PM,124,22,0.366667002,897
2347167796,19/04/2016,2:00:00 PM,120,20,0.333332986,102
2347167796,19/04/2016,3:00:00 PM,123,30,0.5,177
2347167796,19/04/2016,4:00:00 PM,109,26,0.433333009,307
2347167796,19/04/2016,5:00:00 PM,73,7,0.116667002,114
2347167796,19/04/2016,6:00:00 PM,152,37,0.616666973,1170
2347167796,19/04/2016,7:00:00 PM,125,26,0.433333009,1088
2347167796,19/04/2016,8:00:00 PM,97,20,0.333332986,360
2347167796,19/04/2016,9:00:00 PM,82,14,0.233333007,216
2347167796,19/04/2016,10:00:00 PM,56,0,0,0
2347167796,19/04/2016,11:00:00 PM,56,0,0,0
2347167796,20/04/2016,12:00:00 AM,56,0,0,0
2347167796,20/04/2016,1:00:00 AM,56,0,0,0
2347167796,20/04/2016,2:00:00 AM,56,0,0,0
2347167796,20/04/2016,3:00:00 AM,56,0,0,0
2347167796,20/04/2016,4:00:00 AM,56,0,0,0
2347167796,20/04/2016,5:00:00 AM,56,0,0,0
2347167796,20/04/2016,6:00:00 AM,56,0,0,0
2347167796,20/04/2016,7:00:00 AM,199,67,1.116667032,2534
2347167796,20/04/2016,8:00:00 AM,127,27,0.449999988,1131
2347167796,20/04/2016,9:00:00 AM,68,5,0.083333001,82
2347167796,20/04/2016,10:00:00 AM,74,8,0.133332998,171
2347167796,20/04/2016,11:00:00 AM,68,5,0.083333001,78
2347167796,20/04/2016,12:00:00 PM,82,15,0.25,224
2347167796,20/04/2016,1:00:00 PM,96,17,0.283333004,571
2347167796,20/04/2016,2:00:00 PM,85,14,0.233333007,315
2347167796,20/04/2016,3:00:00 PM,76,10,0.166666999,126
2347167796,20/04/2016,4:00:00 PM,89,18,0.300000012,320
2347167796,20/04/2016,5:00:00 PM,103,25,0.416667014,544
2347167796,20/04/2016,6:00:00 PM,206,68,1.133332968,1622
2347167796,20/04/2016,7:00:00 PM,141,38,0.633333027,1054
2347167796,20/04/2016,8:00:00 PM,181,51,0.850000024,1909
2347167796,20/04/2016,9:00:00 PM,80,12,0.200000003,161
2347167796,20/04/2016,10:00:00 PM,71,8,0.133332998,157
2347167796,20/04/2016,11:00:00 PM,57,0,0,0
2347167796,21/04/2016,12:00:00 AM,58,1,0.016666999,7
2347167796,21/04/2016,1:00:00 AM,57,0,0,0
2347167796,21/04/2016,2:00:00 AM,58,1,0.016666999,7
2347167796,21/04/2016,3:00:00 AM,57,0,0,0
2347167796,21/04/2016,4:00:00 AM,57,0,0,0
2347167796,21/04/2016,5:00:00 AM,57,0,0,0
2347167796,21/04/2016,6:00:00 AM,69,5,0.083333001,141
2347167796,21/04/2016,7:00:00 AM,82,13,0.216666996,257
2347167796,21/04/2016,8:00:00 AM,119,24,0.400000006,909
2347167796,21/04/2016,9:00:00 AM,63,2,0.033333,19
2347167796,21/04/2016,10:00:00 AM,75,10,0.166666999,128
2347167796,21/04/2016,11:00:00 AM,76,11,0.183332995,140
2347167796,21/04/2016,12:00:00 PM,105,21,0.349999994,735
2347167796,21/04/2016,1:00:00 PM,82,13,0.216666996,232
2347167796,21/04/2016,2:00:00 PM,94,20,0.333332986,254
2347167796,21/04/2016,3:00:00 PM,75,9,0.150000006,89
2347167796,21/04/2016,4:00:00 PM,72,8,0.133332998,91
2347167796,21/04/2016,5:00:00 PM,67,5,0.083333001,46
2347167796,21/04/2016,6:00:00 PM,134,29,0.483332992,1361
2347167796,21/04/2016,7:00:00 PM,89,18,0.300000012,294
2347167796,21/04/2016,8:00:00 PM,153,47,0.783333004,1880
2347167796,21/04/2016,9:00:00 PM,230,88,1.466667056,3410
2347167796,21/04/2016,10:00:00 PM,65,4,0.066666998,80
2347167796,21/04/2016,11:00:00 PM,57,0,0,0
2347167796,22/04/2016,12:00:00 AM,57,0,0,0
2347167796,22/04/2016,1:00:00 AM,57,0,0,0
2347167796,22/04/2016,2:00:00 AM,57,0,0,0
2347167796,22/04/2016,3:00:00 AM,57,0,0,0
2347167796,22/04/2016,4:00:00 AM,62,4,0.066666998,38
2347167796,22/04/2016,5:00:00 AM,58,1,0.016666999,10
2347167796,22/04/2016,6:00:00 AM,59,1,0.016666999,13
2347167796,22/04/2016,7:00:00 AM,255,95,1.583333015,3724
2347167796,22/04/2016,8:00:00 AM,112,22,0.366667002,879
2347167796,22/04/2016,9:00:00 AM,67,5,0.083333001,41
2347167796,22/04/2016,10:00:00 AM,70,7,0.116667002,74
2347167796,22/04/2016,11:00:00 AM,73,7,0.116667002,61
2347167796,22/04/2016,12:00:00 PM,89,18,0.300000012,276
2347167796,22/04/2016,1:00:00 PM,96,21,0.349999994,411
2347167796,22/04/2016,2:00:00 PM,91,18,0.300000012,276
2347167796,22/04/2016,3:00:00 PM,91,19,0.316666991,315
2347167796,22/04/2016,4:00:00 PM,80,14,0.233333007,184
2347167796,22/04/2016,5:00:00 PM,96,20,0.333332986,512
2347167796,22/04/2016,6:00:00 PM,116,26,0.433333009,876
2347167796,22/04/2016,7:00:00 PM,61,2,0.033333,13
2347167796,22/04/2016,8:00:00 PM,67,5,0.083333001,79
2347167796,22/04/2016,9:00:00 PM,59,0,0,0
2347167796,22/04/2016,10:00:00 PM,57,0,0,0
2347167796,22/04/2016,11:00:00 PM,60,2,0.033333,22
2347167796,23/04/2016,12:00:00 AM,57,0,0,0
2347167796,23/04/2016,1:00:00 AM,57,0,0,0
2347167796,23/04/2016,2:00:00 AM,57,0,0,0
2347167796,23/04/2016,3:00:00 AM,58,1,0.016666999,4
2347167796,23/04/2016,4:00:00 AM,56,0,0,0
2347167796,23/04/2016,5:00:00 AM,57,0,0,0
2347167796,23/04/2016,6:00:00 AM,59,2,0.033333,18
2347167796,23/04/2016,7:00:00 AM,72,7,0.116667002,150
2347167796,23/04/2016,8:00:00 AM,301,105,1.75,4214
2347167796,23/04/2016,9:00:00 AM,90,13,0.216666996,522
2347167796,23/04/2016,10:00:00 AM,119,27,0.449999988,825
2347167796,23/04/2016,11:00:00 AM,218,53,0.883333027,2143
2347167796,23/04/2016,12:00:00 PM,131,36,0.600000024,1056
2347167796,23/04/2016,1:00:00 PM,211,72,1.200000048,1908
2347167796,23/04/2016,2:00:00 PM,106,18,0.300000012,121
2347167796,23/04/2016,3:00:00 PM,71,8,0.133332998,99
2347167796,23/04/2016,4:00:00 PM,90,12,0.200000003,468
2347167796,23/04/2016,5:00:00 PM,147,38,0.633333027,1139
2347167796,23/04/2016,6:00:00 PM,135,27,0.449999988,1267
2347167796,23/04/2016,7:00:00 PM,109,23,0.383332998,323
2347167796,23/04/2016,8:00:00 PM,157,33,0.550000012,1603
2347167796,23/04/2016,9:00:00 PM,87,14,0.233333007,225
2347167796,23/04/2016,10:00:00 PM,114,29,0.483332992,713
2347167796,23/04/2016,11:00:00 PM,69,8,0.133332998,103
2347167796,24/04/2016,12:00:00 AM,57,0,0,0
2347167796,24/04/2016,1:00:00 AM,57,0,0,0
2347167796,24/04/2016,2:00:00 AM,57,0,0,0
2347167796,24/04/2016,3:00:00 AM,57,0,0,0
2347167796,24/04/2016,4:00:00 AM,57,0,0,0
2347167796,24/04/2016,5:00:00 AM,56,0,0,0
2347167796,24/04/2016,6:00:00 AM,58,1,0.016666999,7
2347167796,24/04/2016,7:00:00 AM,83,12,0.200000003,324
2347167796,24/04/2016,8:00:00 AM,133,32,0.533333004,1151
2347167796,24/04/2016,9:00:00 AM,103,24,0.400000006,459
2347167796,24/04/2016,10:00:00 AM,129,26,0.433333009,804
2347167796,24/04/2016,11:00:00 AM,148,36,0.600000024,1178
2347167796,24/04/2016,12:00:00 PM,71,7,0.116667002,82
2347167796,24/04/2016,1:00:00 PM,135,29,0.483332992,973
2347167796,24/04/2016,2:00:00 PM,89,17,0.283333004,256
2347167796,24/04/2016,3:00:00 PM,95,15,0.25,211
2347167796,24/04/2016,4:00:00 PM,79,8,0.133332998,100
2347167796,24/04/2016,5:00:00 PM,82,11,0.183332995,166
2347167796,24/04/2016,6:00:00 PM,125,35,0.583333015,738
2347167796,24/04/2016,7:00:00 PM,180,49,0.81666702,1835
2347167796,24/04/2016,8:00:00 PM,117,31,0.516667008,697
2347167796,24/04/2016,9:00:00 PM,106,27,0.449999988,490
2347167796,24/04/2016,10:00:00 PM,57,0,0,0
